m_id,m_title,m_year,m_maturity,m_runtime,m_genre,m_synopsis,m_lead_cast,m_genres,m_mood,m_audio,m_subtitles,m_cast
60033290,First Daughter,2004.0,U/A 13+ ,1h 40m,Comedy,"When she starts college in California, the US president's daughter hits some snags in her quest to live life — and fall in love — like any other girl.","Katie Holmes,Marc Blucas,Amerie","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'Teen Movies', 'US Movies']","['Bittersweet,', 'Romantic']",['English [Original]'],"['English,', 'Hindi']","['Katie Holmes', 'Marc Blucas', 'Amerie', 'Michael Keaton', 'Margaret Colin', 'Lela Rochon', 'Michael Milhoan', 'Dwayne Adway', 'Hollis Hill', 'Ken Moreno']"
81032100,Palm Springs,2020.0,A ,1h 30m,Comedy,Wedding guests Nyles and Sarah meet-cute in the desert and find themselves facing unexpected feelings — and the same day over and over again.,"Andy Samberg,Cristin Milioti,J.K. Simmons","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Witty,', 'Quirky,', 'Romantic']",['English [Original]'],['English'],"['Andy Samberg', 'Cristin Milioti', 'J.K. Simmons', 'Peter Gallagher', 'Meredith Hagner', 'Camila Mendes', 'Tyler Hoechlin', 'Chris Pang', 'Jacqueline Obradors', 'June Squibb']"
80240954,Late Night,2019.0,U/A 16+ ,1h 42m,Comedy,"On the verge of being replaced, a longtime talk show host attempts to revamp her brand when a driven woman joins her all-male writers' room.","Emma Thompson,Mindy Kaling,John Lithgow","['Dramas', 'Comedy Movies', 'US Movies']",['Witty'],"['English [Original],', 'Hindi,', 'Tamil,', 'Telugu']","['English,', 'Hindi,', 'Tamil,', 'Telugu']","['Emma Thompson', 'Mindy Kaling', 'John Lithgow', 'Hugh Dancy', ""Denis O'Hare"", 'Reid Scott']"
1181488,As Good as It Gets,1997.0,U/A 13+ ,2h 18m,Comedy,The structured world of a grumpy author with OCD crumbles when he's drawn into the lives of his injured neighbor and a stressed-out single mom.,"Jack Nicholson,Helen Hunt,Greg Kinnear","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Quirky,', 'Bittersweet,', 'Romantic']","['English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.', 'Skeet Ulrich', 'Shirley Knight', 'Yeardley Smith', 'Lupe Ontiveros']"
81590252,"Are You There God? It's Me, Margaret",2023.0,U/A 13+ ,1h 46m,Drama,"In the 1970s, 11-year-old Margaret navigates new friendships, family life, questions of faith — and the agony of waiting for puberty to finally arrive.","Abby Ryder Fortson,Rachel McAdams,Kathy Bates","['Family Features', 'Dramas', 'Comedy Movies', 'Movies Based on Books', 'US Movies']","['Heartfelt,', 'Feel-Good,', 'Emotional']","['English [Original],', 'Hindi']","['English,', 'Hindi']","['Abby Ryder Fortson', 'Rachel McAdams', 'Kathy Bates', 'Benny Safdie', 'Elle Graham', 'Amari Alexis Price', 'Katherine Mallen Kupferer', 'Kate MacCluggage', 'Aidan Wojtak-Hissong', 'Landon S. Baxter']"
70032594,Pride & Prejudice,2005.0,U/A 13+ ,2h 6m,Drama,Headstrong Elizabeth Bennet (Keira Knightley) and proud Mr. Darcy (Matthew Macfadyen) dance around their feelings in this swoony Jane Austen adaptation.,"Keira Knightley,Matthew Macfadyen,Brenda Blethyn","['Dramas', 'Romantic Movies', 'Movies Based on Books', 'Period Pieces', 'Social Issue Dramas']","['Swoonworthy,', 'Intimate,', 'Romantic']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland', 'Rosamund Pike', 'Jena Malone', 'Tom Hollander', 'Penelope Wilton', 'Judi Dench', 'Kelly Reilly', 'Claudie Blakley', 'Carey Mulligan']"
81659034,No Hard Feelings,2023.0,A ,1h 43m,Comedy,A bartender who's down on her luck takes on an unusual challenge when a wealthy couple hires her to romance their socially awkward son.,"Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Raunchy,', 'Quirky,', 'Romantic']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti', 'Matthew Broderick', 'Natalie Morales', 'Scott MacArthur', 'Ebon Moss-Bachrach', 'Kyle Mooney', 'Hasan Minhaj']"
80171023,The Little Hours,2017.0,A ,1h 30m,Comedy,Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,"Alison Brie,Dave Franco,Kate Micucci","['Comedy Movies', 'Independent Movies', 'Movies Based on Books', 'US Movies']","['Deadpan,', 'Raunchy']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Alison Brie', 'Dave Franco', 'Kate Micucci', 'Aubrey Plaza', 'John C. Reilly', 'Molly Shannon', 'Fred Armisen', 'Jemima Kirke', 'Nick Offerman', 'Lauren Weedman', 'Paul Reiser', 'Adam Pally', 'Paul Weitz', 'Jon Gabrus']"
81045831,Your Place or Mine,2023.0,U/A 13+ ,1h 51m,Comedy,"When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.","Reese Witherspoon,Ashton Kutcher,Zoë Chao","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Charming,', 'Feel-Good,', 'Romantic']","['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']",['English'],"['Reese Witherspoon', 'Ashton Kutcher', 'Zoë Chao', 'Jesse Williams', 'Wesley Kimmel', 'Tig Notaro', 'Steve Zahn', 'Rachel Bloom', 'Griffin Matthews', 'Vella Lovell', 'Shiri Appleby', 'Tanner Swagger']"
80184100,Set It Up,2018.0,A ,1h 45m,Comedy,"In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.","Zoey Deutch,Glen Powell,Lucy Liu","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Swoonworthy,', 'Witty,', 'Intimate']","['English - Audio Description,', 'English [Original]']",['English'],"['Zoey Deutch', 'Glen Powell', 'Lucy Liu', 'Taye Diggs', 'Meredith Hagner', 'Pete Davidson', 'Tituss Burgess']"
70119197,Did You Hear About the Morgans?,2009.0,U/A 13+ ,1h 43m,Comedy,"After watching a hit man commit murder, an estranged couple leaves New York City and lands in Wyoming when they enter the Witness Protection Program.","Hugh Grant,Sarah Jessica Parker,Sam Elliott","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']",['Romantic'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Hugh Grant', 'Sarah Jessica Parker', 'Sam Elliott', 'Mary Steenburgen', 'Elisabeth Moss', 'Michael Kelly', 'Wilford Brimley', 'Jesse Liebman', 'David Call', 'Kim Shaw']"
80090726,Whiskey Tango Foxtrot,2016.0,A ,1h 52m,Drama,"A reporter decides to shake up her life and career by embedding with troops in a Middle East war zone, where she rediscovers her journalistic talents.","Tina Fey,Margot Robbie,Billy Bob Thornton","['Dramas', 'Comedy Movies', 'Movies Based on Books', 'Movies Based on Real Life', 'US Movies']",['Deadpan'],"['English - Audio Description,', 'English [Original]']","['English,', 'Hindi']","['Tina Fey', 'Margot Robbie', 'Billy Bob Thornton', 'Martin Freeman', 'Alfred Molina', 'Christopher Abbott', 'Nicholas Braun', 'Stephen Peacocke', 'Sheila Vand', 'Evan Jonigkeit']"
81000365,The Boys in the Band,2020.0,A ,2h 2m,Drama,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.","Jim Parsons,Zachary Quinto,Matt Bomer","['LGBTQ Movies', 'Dramas', 'US Movies']",['Nostalgic'],"['English - Audio Description,', 'English [Original]']",['English'],"['Jim Parsons', 'Zachary Quinto', 'Matt Bomer', 'Andrew Rannells', 'Charlie Carver', 'Robin de Jesús', 'Brian Hutchison', 'Michael Benjamin Washington', 'Tuc Watkins']"
81332757,The Boys in the Band: Something Personal,2020.0,U/A 13+ ,28m,Documentary,"Decades after his play first put gay life center stage, Mart Crowley joins the cast and crew of the 2020 film to reflect on the story's enduring legacy.","Jim Parsons,Zachary Quinto,Matt Bomer","['Documentaries', 'LGBTQ Movies', 'US Movies']",[],"['English - Audio Description,', 'English [Original]']",['English'],"['Jim Parsons', 'Zachary Quinto', 'Matt Bomer', 'Andrew Rannells', 'Charlie Carver', 'Robin de Jesús', 'Brian Hutchison', 'Michael Benjamin Washington', 'Tuc Watkins', 'Joe Mantello', 'Ned Martel', 'Mart Crowley']"
80209024,A Secret Love,2020.0,U/A 13+ ,1h 22m,Documentary,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",,"['Documentaries', 'LGBTQ Movies', 'Biographical Documentaries', 'US Movies']","['Inspiring,', 'Intimate,', 'Emotional']","['English - Audio Description,', 'English [Original]']",['English'],[]
81011569,Circus of Books,2020.0,A ,1h 26m,Documentary,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",,"['Documentaries', 'LGBTQ Movies', 'Biographical Documentaries', 'US Movies']","['Provocative,', 'Investigative,', 'Emotional']","['English - Audio Description,', 'English [Original]']",['English'],[]
81079914,The Prom,2020.0,U/A 13+ ,2h 12m,Musical,A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.,"Meryl Streep,James Corden,Nicole Kidman","['LGBTQ Movies', 'Comedy Movies', 'Teen Movies', 'US Movies']","['Inspiring,', 'Heartfelt,', 'Feel-Good']","['English - Audio Description,', 'English [Original],', 'Hindi']",['English'],"['Meryl Streep', 'James Corden', 'Nicole Kidman', 'Kerry Washington', 'Andrew Rannells', 'Keegan-Michael Key', 'Jo Ellen Pellman', 'Ariana DeBose', 'Mary Kay Place', 'Kevin Chamberlin', 'Tracey Ullman', 'Logan Riley', 'Sofia Deler', 'Nico Greetham', 'Nathaniel J. Potvin']"
81287562,DAHMER,2022.0,A ,1 Season,Drama,"Across more than a decade, 17 teen boys and young men were murdered by convicted killer Jeffrey Dahmer. How did he evade arrest for so long?","Evan Peters,Richard Jenkins,Niecy Nash-Betts","['TV Dramas', 'Crime TV Shows', 'US TV Shows', 'Horror TV Serials', 'Social Issue TV Dramas']","['Ominous,', 'Psychological,', 'Dark']",[],[],"['Evan Peters', 'Richard Jenkins', 'Niecy Nash-Betts', 'Molly Ringwald', 'Michael Learned', 'Penelope Ann Miller', 'Dyllón Burnside']"
80245103,Halston,2021.0,A ,1 Season,Drama,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,"Ewan McGregor,Bill Pullman,Rebecca Dayan","['TV Dramas', 'TV Shows Based on Books', 'US TV Shows']",['Intimate'],[],[],"['Ewan McGregor', 'Bill Pullman', 'Rebecca Dayan', 'David Pittu', 'Krysta Rodriguez', 'Rory Culkin', 'Vera Farmiga', 'Gian Franco Rodriguez', 'Sullivan Jones', 'Kelly Bishop', 'Dilone', 'James Waterston', 'Jason Kravits', 'Mary Beth Peil']"
80119177,Day of the Dead: Bloodline,2018.0,A ,1h 30m,Horror,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic.","Johnathon Schaech,Sophie Skelton,Marcus Vanco","['Independent Movies', 'Horror Movies', 'US Movies']",['Violent'],"['English - Audio Description,', 'English [Original]']",['English'],"['Johnathon Schaech', 'Sophie Skelton', 'Marcus Vanco', 'Jeff Gum', 'Lillian Blankenship', 'Ulyana Chan', 'Shari Watson', 'Atanas Srebrev']"
81237994,All of Us Are Dead,2022.0,A ,1 Season,Horror,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,"Park Ji-hu,Yoon Chan-young,Cho Yi-hyun","['TV Dramas', 'Teen TV Shows', 'Horror TV Serials']",[],[],[],"['Park Ji-hu', 'Yoon Chan-young', 'Cho Yi-hyun', 'Lomon', 'Yoo In-soo', 'Lee You-mi', 'Kim Byong-chul', 'Lee Kyoo-hyung', 'Jeon Bae-soo']"
80218656,Ravenous,2017.0,A ,1h 43m,Horror,"As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.","Marc-André Grondin,Monia Chokri,Charlotte St-Martin",['Horror Movies'],"['Ominous,', 'Dark,', 'Suspenseful']","['French (Canada) - Audio Description,', 'French (Canada) [Original]']","['English,', 'French (Canada)']","['Marc-André Grondin', 'Monia Chokri', 'Charlotte St-Martin', 'Brigitte Poupart', 'Marie-Ginette Guay', 'Micheline Lanctôt', 'Édouard Tremblay-Grenier', 'Luc Proulx', 'Didier Lucien', 'Robert Brouillette', 'Patrick Hivon']"
81002438,Transformers: War for Cybertron: Siege,2020.0,U/A 7+ ,1 Season,Anime,"As the Autobots and Decepticons ravage their planet in a brutal civil war, two iconic leaders emerge in the Transformers universe's origin story.","Jake Foushee,Jason Marnocha,Linsay Rousseau","['Action Anime', 'Family Watch Together TV', 'Anime Series', 'US TV Shows']",['Exciting'],[],[],"['Jake Foushee', 'Jason Marnocha', 'Linsay Rousseau', 'Joe Zieja', 'Frank Todaro', 'Bill Rogers', 'Keith Silverstein', 'Edward Bosco', 'Tessho Genda', 'Hochu Otsuka', 'Ryohei Kimura', 'Kikuko Inoue', 'Kazuhiko Inoue', 'Chafurin']"
80013272,The Boy Next Door,2015.0,A ,1h 30m,Thriller,"A newly single mom winds up in an intense affair with her teenage son's friend, a bad idea that gets worse when things turn violent.","Jennifer Lopez,Ryan Guzman,Ian Nelson","['Thriller Movies', 'US Movies']",['Psychological'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson', 'John Corbett', 'Kristin Chenoweth', 'Lexi Atkins', 'Hill Harper', 'Jack Wallace']"
81059720,Feria: The Darkest Light,2022.0,A ,1 Season,Horror,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,"Carla Campra,Ana Tomeno,Isak Férriz","['TV Thrillers', 'Horror TV Serials']","['Chilling,', 'Psychological,', 'Dark']",[],[],"['Carla Campra', 'Ana Tomeno', 'Isak Férriz', 'Marta Nieto', 'Ernest Villegas', 'Salva Reina', 'Carlos Scholz', 'Berta Hernández', 'Patricia López Arnaiz', 'Sauce Ena', 'Pablo Gómez-Pando', 'Oti Manzano', 'Ángela Cremonte']"
81026915,Better Than Us,2019.0,U/A 13+ ,1 Season,Drama,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.","Paulina Andreeva,Kirill Käro,Aleksandr Ustyugov","['Political TV Shows', 'TV Dramas', 'Sci-Fi TV']","['Imaginative,', 'Suspenseful']",[],[],"['Paulina Andreeva', 'Kirill Käro', 'Aleksandr Ustyugov', 'Olga Lomonosova', 'Eldar Kalimulin', 'Vitaliya Kornienko', 'Vera Panfilova', 'Aleksandr Kuznetsov', 'Fyodor Lavrov', 'Sergey Sosnovskiy', 'Kirill Polukhin', 'Pavel Vorozhtsov']"
81446391,Burning Betrayal,2023.0,A ,1h 38m,Drama,"In this adaptation of Sue Hecker's novel, an accountant sees her fiance's betrayal as an opportunity for a sexual awakening, with dangerous consequences.","Giovanna Lancellotti,Leandro Lima,Camilla de Lucas","['Dramas', 'Thriller Movies', 'Movies Based on Books']",['Steamy'],"['English,', 'Hindi,', 'Portuguese (Brazil) - Audio Description,', 'Portuguese (Brazil) [Original],', 'Tamil,', 'Telugu']","['English,', 'English,', 'Portuguese (Brazil)']","['Giovanna Lancellotti', 'Leandro Lima', 'Camilla de Lucas', 'Bruno Montaleone', 'Micael']"
80198478,Calibre,2018.0,A ,1h 41m,Thriller,Two lifelong friends on a hunting trip in Scotland find their nerves -- and their morals -- ruthlessly tested after a harrowing turn of events.,"Jack Lowden,Martin McCann,Tony Curran","['Dramas', 'Thriller Movies']","['Psychological,', 'Dark']","['English - Audio Description,', 'English [Original]']",['English'],"['Jack Lowden', 'Martin McCann', 'Tony Curran', 'Ian Pirie', 'Cameron Jack']"
81028990,Red Dot,2021.0,A ,1h 26m,Thriller,"Trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers.","Nanna Blondell,Anastasios Soulis,Thomas Hanzon",['Thriller Movies'],"['Psychological,', 'Dark,', 'Suspenseful']","['English,', 'Swedish - Audio Description,', 'Swedish [Original]']","['English,', 'English,', 'Swedish']","['Nanna Blondell', 'Anastasios Soulis', 'Thomas Hanzon', 'Johannes Kuhnke', 'Tomas Bergström', 'Kalled Mustonen', 'Anna Azcárate']"
8188050,Wild Things,1998.0,A ,1h 48m,Thriller,"Desire, greed and manipulation swirl around two teens and a high school guidance counselor during a twist-filled police investigation in a resort town.","Kevin Bacon,Matt Dillon,Neve Campbell","['Crime Movies', 'Thriller Movies', 'Mystery Movies', 'US Movies']","['Psychological,', 'Suspenseful']","['English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Kevin Bacon', 'Matt Dillon', 'Neve Campbell', 'Theresa Russell', 'Denise Richards', 'Daphne Rubin-Vega', 'Robert Wagner', 'Bill Murray', 'Carrie Snodgress', 'Jeff Perry']"
80155477,You Get Me,2017.0,A ,1h 29m,Thriller,"After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.","Bella Thorne,Halston Sage,Taylor John Smith","['Dramas', 'Thriller Movies', 'Teen Movies', 'US Movies']","['Ominous,', 'Suspenseful']","['English - Audio Description,', 'English [Original]']",['English'],"['Bella Thorne', 'Halston Sage', 'Taylor John Smith', 'Nash Grier', 'Anna Akana', 'Kathryn Morris', 'Brigid Brannagh', 'Kimberly Williams-Paisley', 'Tyler Hanson']"
81346196,Deadly Illusions,2021.0,A ,1h 54m,Thriller,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.","Kristin Davis,Dermot Mulroney,Greer Grammer","['Thriller Movies', 'US Movies']","['Steamy,', 'Psychological,', 'Suspenseful']",['English [Original]'],['English'],"['Kristin Davis', 'Dermot Mulroney', 'Greer Grammer', 'Shanola Hampton', 'Marie Wagenman', 'Shylo Molina', 'Abella Bala', 'Shaun Wu']"
81036535,Lang Tong,2015.0,A ,1h 21m,Thriller,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.","William Lawandi,Angeline Yap,Vivienne Tseng",['Thriller Movies'],"['Steamy,', 'Suspenseful']",['Mandarin [Original]'],['English'],"['William Lawandi', 'Angeline Yap', 'Vivienne Tseng', 'Esther Goh', 'Alan Tan']"
80996532,Resident Evil,2022.0,A ,1 Season,Sci-Fi,"Years after a viral outbreak caused a global apocalypse, Jade Wesker vows to bring down those responsible while fighting to survive against the Infected.","Ella Balinska,Tamara Smart,Siena Agudong","['Sci-Fi TV', 'TV Action & Adventure', 'US TV Shows', 'Horror TV Serials']","['Gritty,', 'Exciting']",[],[],"['Ella Balinska', 'Tamara Smart', 'Siena Agudong', 'Adeline Rudolph', 'Lance Reddick', 'Paola Núñez']"
80190911,Resident Evil: Vendetta,2017.0,A ,1h 37m,Anime,"In the second sequel of this animated franchise, a team of agents fights a vindictive enemy plotting to release a lethal virus into the world.","Kevin Dorman,Matthew Mercer,Erin Cahill","['Action Anime', 'Horror Movies', 'Horror Anime', 'Action & Adventure Movies', 'Anime Features']",[],"['English [Original],', 'Hindi']","['English,', 'Hindi']","['Kevin Dorman', 'Matthew Mercer', 'Erin Cahill', 'John DeMita', 'Fred Tatasciore', 'Cristina Valenzuela', 'Arif S. Kinchen', 'Arnie Pantoja', 'Kari Wahlgren', 'Alexander Polinsky']"
81170086,Dragon Quest Your Story,2019.0,U/A 13+ ,1h 42m,Anime,Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,"Takeru Satoh,Kasumi Arimura,Haru","['Family Features', 'Action Anime', 'Action & Adventure Movies', 'Anime Features']","['Imaginative,', 'Exciting']","['English,', 'Japanese - Audio Description,', 'Japanese [Original]']","['English,', 'Hindi,', 'Japanese']","['Takeru Satoh', 'Kasumi Arimura', 'Haru', 'Kentaro Sakaguchi', 'Takayuki Yamada', 'Kendo Kobayashi', 'Ken Yasuda', 'Arata Furuta', 'Suzuki Matsuo', 'Koichi Yamadera', 'Arata Iura', 'Chikako Kaku', 'Kotaro Yoshida']"
80149259,GANTZ:O,2016.0,A ,1h 35m,Anime,Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.,"Daisuke Ono,M・A・O,Tomohiro Kaku","['Action Anime', 'Sci-Fi Movies', 'Horror Movies', 'Horror Anime', 'Action & Adventure Movies', 'Anime Features']",['Violent'],"['English,', 'Japanese [Original]']","['English,', 'Japanese']","['Daisuke Ono', 'M・A・O', 'Tomohiro Kaku', 'Saori Hayami', 'Shuichi Ikeda', 'Kendo Kobayashi', 'Razor Ramon RG', 'Razor Ramon HG', 'Masane Tsukayama', 'Masaya Onosaka', 'Kenjiro Tsuda', 'Teruaki Ogawa', 'Hisanori Yoshida', 'Yuki Kaji']"
81037868,The Witcher: Nightmare of the Wolf,2021.0,A ,1h 23m,Anime,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.","Theo James,Mary McDonnell,Lara Pulver","['Action Anime', 'TV Shows Based on Books', 'Anime Series', 'Movies Based on Books', 'Action & Adventure Movies', 'Anime Features', 'US TV Shows', 'US Movies']","['Imaginative,', 'Suspenseful']","['English - Audio Description,', 'English [Original],', 'Hindi,', 'Japanese']","['English,', 'Japanese']","['Theo James', 'Mary McDonnell', 'Lara Pulver', 'Graham McTavish', 'Tom Canton', 'David Errigo Jr.', 'Jennifer Hale', 'Kari Wahlgren', 'Matt Yang King', 'Darryl Kurylo', 'Keith Ferguson']"
81418302,New Gods: Nezha Reborn,2021.0,U/A 13+ ,1h 50m,Fantasy,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.","Yang Tianxiang,Zhang He,Xuan Xiaoming","['Action Anime', 'Movies Based on Books', 'Action & Adventure Movies', 'Anime Features']",['Adrenaline Rush'],"['English,', 'Mandarin (Putonghua) [Original],', 'Mandarin - Audio Description']","['English,', 'English']","['Yang Tianxiang', 'Zhang He', 'Xuan Xiaoming', 'Li Shimeng']"
81504698,Green Snake,2021.0,U/A 13+ ,2h 13m,Fantasy,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.","Tang Xiaoxi,Zhang Fuzheng,Wei Chao",['Action & Adventure Movies'],"['Imaginative,', 'Emotional,', 'Exciting']","['English,', 'Mandarin (Putonghua) - Audio Description,', 'Mandarin (Putonghua) [Original]']","['English,', 'English']","['Tang Xiaoxi', 'Zhang Fuzheng', 'Wei Chao']"
81001991,Altered Carbon: Resleeved,2020.0,A ,1h 14m,Anime,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.","Tatsuhisa Suzuki,Rina Sato,Ayaka Asai","['Action Anime', 'Sci-Fi Movies', 'Movies Based on Books', 'Action & Adventure Movies', 'Anime Features']","['Violent,', 'Imaginative']","['English,', 'Hindi,', 'Japanese - Audio Description,', 'Japanese [Original]']","['English,', 'Japanese']","['Tatsuhisa Suzuki', 'Rina Sato', 'Ayaka Asai', 'Jouji Nakata', 'Kenji Yamauchi', 'Kanehira Yamamoto', 'Koji Ishii']"
80987064,RESIDENT EVIL: Infinite Darkness,2021.0,A ,1 Season,Anime,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.","Nick Apostolides,Stephanie Panisello,Ray Chase","['Action Anime', 'Anime Series', 'Horror Anime', 'US TV Shows', 'Horror TV Serials']",['Suspenseful'],[],[],"['Nick Apostolides', 'Stephanie Panisello', 'Ray Chase', 'Jona Xiao', 'Billy Kametz', 'Joe J. Thomas', 'Doug Stone', 'Brad Venable', 'Toshiyuki Morikawa', 'Yuhko Kaida', 'Fumihiko Tachiki', 'Megumi Han', 'Kenji Nojima', 'Kazuhiko Inoue', 'Aruno Tahara', 'Mitsuru Ogata']"
81176353,Silverton Siege,2022.0,U/A 16+ ,1h 41m,Drama,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.","Thabo Rametsi,Arnold Vosloo,Noxolo Dlamini","['Crime Movies', 'Dramas', 'Action & Adventure Movies', 'Social Issue Dramas']",['Suspenseful'],"['English - Audio Description,', 'English [Original]']",['English'],"['Thabo Rametsi', 'Arnold Vosloo', 'Noxolo Dlamini', 'Stefan Erasmus', 'Elani Dekker', 'Shane Wellington', 'Michelle Mosalakae', 'Deon Coetzee', 'Justin Strydom']"
80236341,Maria,2019.0,A ,1h 29m,Action,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.","Cristine Reyes,Germaine De Leon,KC Montero","['Crime Movies', 'Martial Arts Movies', 'Action & Adventure Movies']","['Gritty,', 'Exciting']","['Filipino - Audio Description,', 'Filipino [Original]']","['English,', 'Filipino,', 'Filipino']","['Cristine Reyes', 'Germaine De Leon', 'KC Montero', 'Ronnie Lazaro', 'Freddie Webb']"
81424705,A Family,2021.0,U/A 16+ ,2h 15m,Drama,"Taken in by the yakuza at a young age, Kenji swears allegiance to his old-school boss, pledging to adhere to the family code amid ever-changing times.","Go Ayano,Hiroshi Tachi,Machiko Ono",['Dramas'],['Bittersweet'],"['Japanese - Audio Description,', 'Japanese [Original]']","['English,', 'Japanese']","['Go Ayano', 'Hiroshi Tachi', 'Machiko Ono', 'Yukiya Kitamura', 'Hayato Ichihara', 'Hayato Isomura', 'Shun Sugata', 'Suon Kan', 'Ryutaro Ninomiya', 'Taro Suruga', 'Ryo Iwamatsu', 'Kosuke Toyohara', 'Shinobu Terajima']"
81342504,Night in Paradise,2021.0,A ,2h 12m,Drama,"Hiding out in Jeju Island following a brutal tragedy, a wronged mobster with a target on his back connects with a woman who has her own demons.","Um Tae-goo,Jeon Yeo-been,Cha Seung-won","['Crime Movies', 'Dramas']","['Violent,', 'Dark']","['English,', 'Korean - Audio Description,', 'Korean [Original]']","['English,', 'English,', 'Korean']","['Um Tae-goo', 'Jeon Yeo-been', 'Cha Seung-won', 'Lee Ki-young', 'Park Ho-san']"
80240537,The Red Sea Diving Resort,2019.0,U/A 16+ ,2h 10m,Drama,Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,"Chris Evans,Michael Kenneth Williams,Haley Bennett","['Dramas', 'Thriller Movies', 'US Movies']","['Gritty,', 'Suspenseful,', 'Exciting']","['English - Audio Description,', 'English [Original]']","['English,', 'Hindi']","['Chris Evans', 'Michael Kenneth Williams', 'Haley Bennett', 'Alessandro Nivola', 'Michiel Huisman', 'Alex Hassell', 'Mark Ivanir', 'Chris Chalk', 'Greg Kinnear', 'Ben Kingsley']"
